Category,Subcategory,Name,Location,Website,Map Coordinates,Mobile Numbers
Computers & Internet,Web Hosting,WEBSOFT NEPAL Pvt. Ltd.,"2nd Floor Pashupati Plaza, Honkong Bazar Rd, Narayangarh, Chitwan, Bharatpur, Nepal",www.websoftnepal.com,"27.6947715554579,84.4246610999107",9845506426
Computers & Internet,Web Hosting,Decade International P Ltd,"Samakhushi Townplanning, Kathmandu, Nepal",http://decadeint.com,"27.7306397473033,85.3163078427315",9851044707
Computers & Internet,Web Hosting,Amsoft Technologies,"Gwarko-17, Lalitpur, Patan, Nepal",www.amsoft.com.np,"27.6649408042398,85.3303880989552",9841347121
Computers & Internet,Web Hosting,Magnetic Web Solution,"Kupondole -1, Patan, Nepal",magneticwebsolution.com/,"27.6909854124391,85.3074617491211",9810166373
Computers & Internet,Web Hosting,Hosting Ground,"Jawalakhel, Kathmandu, Nepal",www.hostingground.com,"27.6724117266979,85.3132259845734",9843515578
Computers & Internet,Web Hosting,Orasoft Pvt. Ltd,"Minbhawan, Kathmandu, Nepal",www.orasoftnepal.com,"27.6871705183054,85.3417256320076",9851000269
Computers & Internet,Web Hosting,Sutra It Consult Pvt. Ltd.,"Butwal , sukhrapath, Butwal, Nepal",sutrait.com.np,"27.6882254850506,83.4683848881378",9815425233
Computers & Internet,Web Hosting,Rillmark Pvt Ltd,"Maitidevi, Setopool , Kathmandu, Nepal",rillmark.com/,"27.7030268478368,85.3358011116962",9840445753
Computers & Internet,Web Hosting,Linkup Nepal Pvt. Ltd.,"Kageshwori Manohara, Kathmandu, Nepal",linkupnepal.com,"27.701604425848522,85.38568840995002",9804522734
Computers & Internet,Web Hosting,Roshan computer & Web Creation World Pvt. Ltd.,"tulsipur 6 dang, Tulsipur, Nepal",www.roshangiri1.com.np,"28.1287647160906,82.2966259717941",9847944874
Computers & Internet,Web Hosting,Jhapa Technical Pvt.Ltd,"Birtamod Jhapa Nepal, Jhapa, Birtamode",jhapatechnical.network,"26.6293144,26.6293144",9823808249
Computers & Internet,Web Hosting,Megabyte Tech Pvt. Ltd,"Baneshwor Kathmandu, Kathmandu, Nepal",megabytetech.com/,"27.6898576023278,85.3317101598816",9844216449
Computers & Internet,Web Hosting,Meronetwork Pvt. Ltd.,"Kumari mai marga, Lazimpat, Kathmandu, Nepal",www.meronetwork.com/,"27.7206716595388,85.3205092550354",9849628088
Computers & Internet,Online Content,"Thakur International for Call Centre, BPO Services","Lamtangi Marg, Chundevi, Maharajgunj, Kathmandu-4, Nepal, Kathmandu",thakurintl.com/,"27.7352592444415,85.3380549492323",9851187077
Computers & Internet,Online Content,Sathi ko Pasal,"Maitidevi, Kathmandu, Nepal",www.sathikopasal.com,"27.702027124684,85.3281601897314",9868400955
Computers & Internet,Online Content,Yolo Directory,"Kathmandu, Nepal, Kathmandu",www.yolodirectory.com,"27.6972177003143,85.3505569696426",9801003501
Computers & Internet,Online Content,MultiTechSys,"Tinkune , Kathmandu , Kathmandu, Nepal",www.multitechsys.com,"27.6865540073098,85.3503933548927",9807777076
Computers & Internet,Online Content,NGT Mobiles,"Indradev Marg, Narayangarh, Chitwan , Bharatpur, Nepal",www.ngtmobiles.com,"27.7108866034381,84.5343017578125",9845506426
Computers & Internet,Online Content,Delta Tech Nepal,"Tinpaini, Biratnagar, Nepal, Biratnagar",www.deltatechnepal.com,"26.4671923120918,87.2839977155957",9804067116
Computers & Internet,Online Content,MeroNetwork,"Thapathali Rd, Kathmandu, Nepal",www.meronetwork.com/,"27.6919881084221,85.3196203708649",9808213062
Computers & Internet,Online Content,NEPBUD,"jwagal, Lalitpur, Nepal, Lalitpur",nepbud.com/,"27.6829568575891,85.3268600041313",9801978832
Computers & Internet,Online Content,Cellzen pvt ltd,"thamel-29, Kathmandu, Nepal",cellzen.com.np,"27.7152509828038,85.3090524673462",9813999902
Computers & Internet,Online Content,Arcube Games & Animation,"Thulo Kharibot Marga, Kathmandu, Nepal",www.arcube.com.np,"27.6900607910117,85.3427497297525",9803078818
Computers & Internet,Online Content,Creatu Developers,"Amrabati Marga, Koteshwor, Kathmandu, Nepal",www.creatudevelopers.com,"27.6738141102264,85.3416674817505",9851087672
Computers & Internet,Online Content,Management Notes,"Shantinagar, Kathmandu, Nepal",www.managementnote.com,"27.6902898794919,85.3427930475311",9868444365
Computers & Internet,Software,Vigorous IT Solution,"Chhorepatan-17, Pokhara 33700, Nepal, Pokhara",vigorousitsolution.com,"28.1914668394868,83.9507962451218",9816162802
Computers & Internet,Software,Raindrops Creation,"Lazimpat, Kathmandu, Nepal",www.raindropscreation.com,"27.7229034922392,85.3230106626177",9849167154
Computers & Internet,Software,Complete Business Solution Pvt. Ltd.,"Talchikhel, Lalitpur, Kathmandu, Nepal",cbsnepal.com,"27.6589708256634,85.3217473626137",9851173362
Computers & Internet,Software,Rillmark Pvt Ltd,"Maitidevi, Setopool , Kathmandu, Nepal",rillmark.com/,"27.7030268478368,85.3358011116962",9840445753
Computers & Internet,Software,Nepfinder Innovative I.T. Solution Pvt. Ltd.,"Bashundhara, Kathmandu, Nepal, Kathmandu",www.nepfinder.com,"27.7408804687352,85.3346836566925",9851189313
Computers & Internet,Software,Delta Tech Nepal,"Tinpaini, Biratnagar, Nepal, Biratnagar",www.deltatechnepal.com,"26.4671923120918,87.2839977155957",9804067116
Computers & Internet,Software,MeroNetwork,"Thapathali Rd, Kathmandu, Nepal",www.meronetwork.com/,"27.6919881084221,85.3196203708649",9808213062
Computers & Internet,Software,PIE,"Mitrapark, Chabahil, Kathmandu, Nepal",piepayroll.com/,"27.7142606969889,85.3453921080666",9801820110
Computers & Internet,Software,Sheshaya Technology Pvt. Ltd,"Kathmandu-10,New Baneshwor, Kathamndu, Nepal, Kathmandu",www.sheshaya.com,"27.691517633546237,85.33247919583128",9866265986
Computers & Internet,Software,Neptrox Solutions Pvt. Ltd.,"Imadol, Gwarko, lalitpur, Kathmandu Valley, Nepal, Kathmandu",www.neptrox.com/,"27.668015,85.336025",9851120171
Computers & Internet,Software,Web Creation Nepal Pvt. Ltd.,"Bagbazar, Kathmandu, Nepal",www.webcreationnepal.com,"27.702871,85.318244",9851029233
Computers & Internet,Software,GLOBAL IT SUPPOERT PVT. LTD.,"Putalisadak, Kathmandu, Nepal",www.globalit.com.np,"27.7059765074881,85.3181022405625",9851060143
Computers & Internet,Networking,Green Edge Technologies Pvt. Ltd. (GETS),"Aadrasha Marga, Newroad-8, Pokhara, Gandaki, Pokhara, Nepal",www.gets.com.np,"0,0",9856026092
Computers & Internet,Networking,Kyrios,"Phulbari Complex - Shop No. 214, Boudha - 6, Kathmandu, Nepal",www.kyrios.xyz,"27.7236441,85.3632368",9860240226
Computers & Internet,Networking,Smart It Trading,"New Baneshwor,Kathmandu, Kathmandu, Nepal",www.smartittrading.com.np/,"27.6922136080893,85.3420620847204",9823460751
Computers & Internet,Networking,Kasturi Sanjaal,"Annadamargha,Chitwan, Bharatpur, Nepal",kasturisanjaal.com,"27.6871717799021,84.4193198310009",9845520490
Computers & Internet,Networking,School of Information Technologies,"Raja Janak Marg, Tinkune , Kathmandu, Nepal",www.schoolofit.edu.np,"27.686972,85.347756",9861666678
Computers & Internet,Networking,MultiTechSys,"Tinkune , Kathmandu , Kathmandu, Nepal",www.multitechsys.com,"27.6865540073098,85.3503933548927",9807777076
Computers & Internet,Networking,Bluefin Technologies,"Damauli Tanahun, Damauli, Nepal",www.bluefintechnepal.com,"27.9748345059956,84.2668935656548",9851233334
Computers & Internet,Networking,FiberTel FiberNet pvt Ltd,"lamki-chuha 2 motipur, Tikapur, Nepal",fibertelfibernet.com.np/,"28.6394,0",9865885244
Computers & Internet,Networking,Busy(Idea infotech pvt ltd) Butwal,"Kalikanagar,(behind of shiva mandir), Butwal, Nepal",www.ideainfotechbusy.com,"27.6818892048056,83.4630435705185",9857036188
Computers & Internet,Networking,New Microland Computer And Suppliers,"Siraha Road, Rajbiraj, Rajbiraj, Nepal",www.microlandcomputer.com,"85.05112877980659,-180",9814747550
Computers & Internet,Networking,Prime Multipurpose Services Pvt. Ltd.,"Srijanachowk, Pokhara, Nepal",www.primeservices.com.np/,"28.2115180368226,83.9811336994171",9825153504
Computers & Internet,Networking,Technology of nepal,"itahari 5 sunsari, Itahari, Nepal",technology-nepal.000webhostapp.com/,"26.674559505104,87.2644217312336",9842582078
Computers & Internet,Networking,Insight Technology Pvt. Ltd.,"Kupondole, Kathmandu, Nepal",insighttechintl.com/,"27.6878431,85.3161753",9801148547
Computers & Internet,Networking,NepalFAQ,"720 thamel Marg, Kathmandu, Nepal",www.nepalfaq.com,"27.7143653,85.3112920999999",9818677422
Computers & Internet,Computers Hardware,Computer Help Center(G.T.C. Pvt. Ltd),"New Baneshowor -34, Kathmandu, Nepal, Kathmandu",www.laptopsalesrepair.com/,"27.6909216112257,85.3367097974854",9851071847
Computers & Internet,Computers Hardware,Real Time Solutions Pvt. Ltd,"Dhobighat, Jhamsikhel, Kathmandu, Kathmandu, Nepal",http://www.rts.com.np,"27.6754117056873,85.3084218801098",9801074963
Computers & Internet,Computers Hardware,Kyrios,"Phulbari Complex - Shop No. 214, Boudha - 6, Kathmandu, Nepal",www.kyrios.xyz,"27.7236441,85.3632368",9860240226
Computers & Internet,Computers Hardware,New A to Z Computer & Language Centre,"Bhanuchowk, JanakpurDham, Nepal, Janakpur",http://www.newatoz.edu.np,"28.3706928044213,84.200912296875",9844026865
Computers & Internet,Computers Hardware,Kasturi Sanjaal,"Annadamargha,Chitwan, Bharatpur, Nepal",kasturisanjaal.com,"27.6871717799021,84.4193198310009",9845520490
Computers & Internet,Computers Hardware,Prime Soft Services Pvt. Ltd.,"Milan Chowk, Butwal, Nepal",www.merogurukul.com,"27.6917247,83.4640962",9867157330
Computers & Internet,Computers Hardware,KEYSTONE TRADING HOUSE PVT. LTD.,"Bhat-Bhateni - 5, Kathmandu, Nepal, Kathmandu",www.kstone.com.np,"30.30989551325,84.65135175",9851224462
Computers & Internet,Computers Hardware,Bluefin Technologies,"Damauli Tanahun, Damauli, Nepal",www.bluefintechnepal.com,"27.9748345059956,84.2668935656548",9851233334
Computers & Internet,Computers Hardware,Silkroad Investment & Trading P. Ltd,"Newroad-22, Sankata Tebahal, Kathmandu, Nepal",www.facebook.com/redoaksimplifyingbusiness,"27.702396127409,85.3123064066313",9851004802
Computers & Internet,Computers Hardware,Dynamic IT Solution Pvt.Ltd.,"Butwal-7, Amarpath, Butwal, Nepal",www.facebook.com/disitsolution /www.dis.com.np,"27.6867796418898,83.4333944320679",9851185027
Computers & Internet,Computers Hardware,New Microland Computer And Suppliers,"Siraha Road, Rajbiraj, Rajbiraj, Nepal",www.microlandcomputer.com,"85.05112877980659,-180",9814747550
Computers & Internet,Computers Hardware,MEGATECH TRADE GROUP,"3rd floor, King's Way Tower, Ghantaghar, Kathmandu, Nepal",www.megatech.com.np,"27.7081486854644,85.3169663250446",9801110303
Computers & Internet,Computers Hardware,Computer Repair and Maintaince,"Kawasoti-10, Magarkot, Lumbini, Nepal",www.sandeepchhetri.com.np,"27.6209816533,84.1187438472339",9847560762
Computers & Internet,Computer Repair,CompuTeX IT Solution,"rambazar-10, Pension Camp way, gauri marga, Pokhara, Nepal",computexnp.business.site/,"28.2018339892288,83.9952971041202",9818320706
Computers & Internet,Computer Repair,Arun Smart Interactive Services,"Shantinagar-4, Nepal, Janakpur",www.asisnepal.blogspot.com,"26.7247793922509,85.9268510341644",9844431480
Computers & Internet,Computer Repair,Quick Fix Pvt. Ltd,"Adharsnagar-13, Birgunj, Parsa, Nepal , Birgunj",www.quickfix.com.np,"27.0119265244853,84.8727750778198",9801716000
Computers & Internet,Computer Repair,BIG COMPUTER INSTITUTE,"Damauli, Tanahun, Damauli, Nepal",www.bigcomputerinstitute.com,"27.9748954927787,84.268821926354",9846776817
Computers & Internet,Computer Repair,Bluefin Technologies,"Damauli Tanahun, Damauli, Nepal",www.bluefintechnepal.com,"27.9748345059956,84.2668935656548",9851233334
Computers & Internet,Computer Repair,Technotronic Solution Pvt. Ltd.,"Naya Marga, Hetauda, Nepal",www.technotronicsolution.com.np/,"27.4269381012186,85.0314144690003",9845288888
Computers & Internet,Computer Repair,Dynamic IT Solution Pvt.Ltd.,"Butwal-7, Amarpath, Butwal, Nepal",www.facebook.com/disitsolution /www.dis.com.np,"27.6867796418898,83.4333944320679",9851185027
Computers & Internet,Computer Repair,MEGATECH TRADE GROUP,"3rd floor, King's Way Tower, Ghantaghar, Kathmandu, Nepal",www.megatech.com.np,"27.7081486854644,85.3169663250446",9801110303
Computers & Internet,Computer Repair,Computer Repair and Maintaince,"Kawasoti-10, Magarkot, Lumbini, Nepal",www.sandeepchhetri.com.np,"27.6209816533,84.1187438472339",9847560762
Computers & Internet,Computer Repair,Universal Institute,"Pako, Newroad, Kathmandu, Nepal",mobiletraininginkathmandunepal.com/,"27.700769,85.30014",9851198723
Computers & Internet,Computer Repair,Argon Pvt. Ltd.,"Sanubharang, Nagarjung-2, Kathmandu, Nepal",argon.com.np,"27.7266738783639,85.2843530775147",9851244787
Computers & Internet,Computer Repair,GLOBAL IT SUPPOERT PVT. LTD.,"Putalisadak, Kathmandu, Nepal",www.globalit.com.np,"27.7059765074881,85.3181022405625",9851060143
Computers & Internet,Computer Repair,IT Solution,"Taalchowk, Lekhnath and Lakeside, Pokhara, Pokhara, Nepal",onlinesolution.bijayacharya.com/,"28.0851404029052,84.0855558515625",9846618997
Computers & Internet,Apps,Raindrops Creation,"Lazimpat, Kathmandu, Nepal",www.raindropscreation.com,"27.7229034922392,85.3230106626177",9849167154
Computers & Internet,Apps,Sheshaya Technology Pvt. Ltd,"Kathmandu-10,New Baneshwor, Kathamndu, Nepal, Kathmandu",www.sheshaya.com,"27.691517633546237,85.33247919583128",9866265986
Computers & Internet,SaaS,Delta Tech Nepal,"Tinpaini, Biratnagar, Nepal, Biratnagar",www.deltatechnepal.com,"26.4671923120918,87.2839977155957",9804067116
Computers & Internet,SaaS,PIE,"Mitrapark, Chabahil, Kathmandu, Nepal",piepayroll.com/,"27.7142606969889,85.3453921080666",9801820110
Computers & Internet,SaaS,AccessWorld Tech Pvt. Ltd,"5th Floor , Bhatbhateene Super Store , Pulchowk , Kathmandu, Nepal",www.accessworld.net,"27.6793904,85.3197659",9801053824
Computers & Internet,Cloud Computing,AccessWorld Tech Pvt. Ltd,"5th Floor , Bhatbhateene Super Store , Pulchowk , Kathmandu, Nepal",www.accessworld.net,"27.6793904,85.3197659",9801053824
Entertainment & Media,Leisure,Holidays to Nepal Pvt. Ltd.,"Lainchaur-29, Kathmandu, Nepal",www.holidaystonepal.com,"27.7180621027136,85.3167078068237",9851166779
Entertainment & Media,Leisure,Global Adventure Trekking,"44600 Chakshibari Marg, Kathmandu, Nepal",www.globaladventuretrekking.com,"27.7151227608729,85.3101682662964",9841485631
Entertainment & Media,Leisure,Alpine Ramble Treks,"Nayabazzar, Marg, Kathmandu, Nepal",www.alpineramble.com/,"27.7212962382849,85.3069496154785",9851175531
Entertainment & Media,Leisure,Attentive Holiday Travels and Tours pvt ltd,"A1 business complex Thamel Marg Thamel, Kathmandu, Nepal",www.attentiveholiday.com,"27.7164570877117,85.3118028045731",9851070284
Entertainment & Media,Leisure,GORKHA ADVENTURE PVT. LTD.,"Nayabazar-16, Kathmandu, Nepal",www.gorkhaadventure.com,"27.7195642173886,85.3044551610947",9851203873
Entertainment & Media,Leisure,Gold Mountain Nepal Treks & Expedition Pvt. Ltd,"Kathmandu, Nepal, Kathmandu",www.mountainnepaltrek.com,"27.6931052,85.2806539",9849454553
Entertainment & Media,Leisure,ALPS Adventure Treks & Expedition (P) Ltd.,"Naxal-1, Kathmandu, Kathmandu, Nepal",www.yatranepal.com,"27.7154977015541,85.3280803730469",9841293254
Entertainment & Media,Leisure,Beyond The Limits Treks & Expedition (P.) Ltd.,"Chaksibari Marg, Thamel, Kathmandu, Kathmandu, Nepal",www.beyondthelimitstreks.com/,"27.714487585195716,85.3101796656847",9851093729
Entertainment & Media,Leisure,Higher Limits Trek & Expedition Pvt. Ltd.,"Bhagwati Bahal, Thamel Marg, P.O. Box: 12386, Ktm, Kathmandu, Nepal",www.higherlimitstrek.com,"27.6131345075534,85.308837890625",9851163811
Entertainment & Media,Leisure,Mountain Legend Pvt. Ltd.,"Baluwatar, P.O. Box: 2613, Ktm, Kathmandu, Nepal",www.mountainlegendnepal.com,"27.7184221549638,85.33231482795894",9851112637
Entertainment & Media,Leisure,PARIKRAMA TREKS AND EXPEDITIONS PVT. LTD.,"Khadka Bhadrakali, Hattigaunda 2, Kathmandu, Nepal",www.parikramatrekking.com,"27.7588994091604,85.3277206420898",9851056547
Entertainment & Media,Leisure,Raniban Treks & Expeditions,"Lakeside, P.O. Box: 230, Pkr, Pokhara, Nepal",ranibantrekking.com/index.php/zh/,"28.2,83.981667",9856023451
Entertainment & Media,Arts and Crafts,Heritage Craft & Export,"Ichangu,Kathmandu, Nepal, Kathmandu",www.heritagecraft.com.np/,"27.7277590197446,85.2864494919777",9841942604
Entertainment & Media,Arts and Crafts,Handicraft Karma,"Kanibahal,Patan,Central Region, Kanibahal, Patan, Nepal, Patan",www.handicraftkarma.com,"28.0437492435699,85.5097015501099",9849010614
Entertainment & Media,Arts and Crafts,ArEiCon Architects and Engineers Consultants,"Kupondole, Jawgal, Lalitpur, Nepal, Kathmandu",www.areicon.com.np,"27.6854534382742,85.318172313273",9849028039
Entertainment & Media,Arts and Crafts,Glass Etching Centre,"Shantinagar, Kathmandu, Nepal",kpglass.webs.com,"28.3907585646384,84.1177225112915",9841224346
Entertainment & Media,Arts and Crafts,G Art Gallery,"Golfutar main road, Kathmandu, Kathmandu, Nepal",www.gartgallery.com.np,"27.7522929713662,85.3464190643539",9851108619
Entertainment & Media,Arts and Crafts,GK&CO.KUKRI HOUSE,"Thamel-29, Kathmandu, Nepal",www.nepalkukri.com,"28.3950835132781,84.1221626401977",9851015547
Entertainment & Media,Arts and Crafts,Rillmark Pvt Ltd,"Maitidevi, Setopool , Kathmandu, Nepal",rillmark.com/,"27.7030268478368,85.3358011116962",9840445753
Entertainment & Media,Arts and Crafts,Siddhi Ratna Bhada Pasal,"Tichhu Galli, Lalitpur - 19, Nepal, Patan",siddhiratnametal.business.site,"27.6718466,85.3245057",9841570674
